Timestamp,Open,High,Low,Close,Volume
2019-05-24,0.00128227,0.00135856,0.00123662,0.00126735,547037.0
2019-05-25,0.00126286,0.00128898,0.00122735,0.00128599,287558.0
2019-05-26,0.00128732,0.00130438,0.00121477,0.00122504,343527.0
2019-05-27,0.00122402,0.00126578,0.001202,0.00124087,353362.0
2019-05-28,0.00124201,0.0012688,0.00121664,0.00123606,271888.0
2019-05-29,0.00123947,0.00132062,0.001224,0.001273,370171.0
2019-05-30,0.001272,0.00130982,0.00121664,0.0012717,866867.0
2019-05-31,0.00127206,0.00130457,0.00125299,0.00127792,244246.0
2019-06-01,0.001277,0.00128841,0.00124574,0.00126287,238031.0
2019-06-02,0.00126493,0.0013227,0.001231,0.00126295,572418.0
2019-06-03,0.0012701,0.00129583,0.001256,0.00126649,408977.0
2019-06-04,0.00126575,0.001277,0.00124,0.00125817,485399.0
2019-06-05,0.00126034,0.001307,0.00124279,0.001278,281816.0
2019-06-06,0.00128105,0.00134394,0.00128105,0.00128902,365535.0
2019-06-07,0.00128852,0.00134465,0.001284,0.00133619,297795.0
2019-06-08,0.00133324,0.00151516,0.00133313,0.00137827,946900.0
2019-06-09,0.00138231,0.00139046,0.00135205,0.0013567,245060.0
2019-06-10,0.0013567,0.00138459,0.00132901,0.001332,389570.0
2019-06-11,0.00132962,0.00136,0.00130925,0.0013268,504653.0
2019-06-12,0.00132632,0.00133085,0.001266,0.00126785,319741.0
2019-06-13,0.00126888,0.00131,0.001256,0.00127015,264525.0
2019-06-14,0.00127383,0.001301,0.00121747,0.00127384,581081.0
2019-06-15,0.00127157,0.00136917,0.00125721,0.001333,683311.0
2019-06-16,0.00133622,0.00133809,0.00126606,0.001295,409430.0
2019-06-17,0.001295,0.00131539,0.001253,0.00126054,362426.0
2019-06-18,0.00126167,0.00131237,0.00126167,0.0012717,355662.0
2019-06-19,0.00127576,0.00129345,0.001265,0.00126511,385720.0
2019-06-20,0.00126856,0.00126922,0.001205,0.0012118,1434205.0
2019-06-21,0.00121018,0.00121279,0.00112,0.00113577,450841.0
2019-06-22,0.00113308,0.00115957,0.00106278,0.00112001,815874.0
2019-06-23,0.00112224,0.00115234,0.00108702,0.00111761,423291.0
2019-06-24,0.00111301,0.00112907,0.00108311,0.00108975,358343.0
2019-06-25,0.00108967,0.00110673,0.00105729,0.00105939,321486.0
2019-06-26,0.00106362,0.00106454,0.00092721,0.00095748,1415528.0
2019-06-27,0.00096675,0.00108899,0.00093662,0.00107298,958364.0
2019-06-28,0.00107296,0.001155,0.001016,0.001016,860089.0
2019-06-29,0.00101554,0.00105861,0.00098264,0.00099946,525588.0
2019-06-30,0.00100079,0.00104132,0.00096948,0.00102322,547824.0
2019-07-01,0.00102313,0.00106996,0.0010125,0.00105122,799131.0
2019-07-02,0.00105122,0.00106694,0.00100603,0.00101517,491051.0
2019-07-03,0.00101087,0.00103428,0.00098561,0.00100348,420390.0
2019-07-04,0.00100302,0.00103123,0.00098601,0.00101606,254125.0
2019-07-05,0.00102165,0.00102413,0.00098048,0.00100649,188478.0
2019-07-06,0.00100695,0.00103132,0.00099192,0.0010209,321941.0
2019-07-07,0.00102393,0.00102876,0.00095884,0.00097909,174157.0
2019-07-08,0.00097569,0.00102463,0.00091548,0.00092937,567986.0
2019-07-09,0.00093194,0.0009733,0.00091726,0.00095414,666897.0
2019-07-10,0.00095355,0.00096,0.0009074,0.00093151,939383.0
2019-07-11,0.00093568,0.000989,0.00092401,0.00095802,388595.0
2019-07-12,0.00094809,0.00099,0.00093088,0.00096114,354330.0
2019-07-13,0.00096923,0.00098424,0.000929,0.00095281,287714.0
2019-07-14,0.00095255,0.001,0.0009369,0.00097775,667519.0
2019-07-15,0.00098028,0.001173,0.00094986,0.00107256,2214936.0
2019-07-16,0.00107204,0.00117437,0.00106019,0.00109045,1232886.0
2019-07-17,0.00108827,0.00111577,0.00104616,0.00107507,737794.0
2019-07-18,0.00108059,0.0010923,0.00102041,0.00105131,483089.0
2019-07-19,0.0010475,0.00109452,0.0010461,0.00106528,280950.0
2019-07-20,0.00106213,0.00110397,0.00104615,0.00108432,175513.0
2019-07-21,0.00108432,0.001095,0.00105652,0.00108071,233933.0
2019-07-22,0.00107897,0.00112157,0.00106158,0.00108234,324521.0
2019-07-23,0.00108387,0.00111419,0.00104336,0.0010525,256725.0
2019-07-24,0.00105581,0.00107865,0.00102594,0.00104692,270985.0
2019-07-25,0.00104714,0.00107299,0.00102527,0.00106877,178682.0
2019-07-26,0.00107041,0.00108646,0.00105597,0.00107066,120763.0
2019-07-27,0.00107065,0.00108888,0.00105166,0.00107653,242700.0
2019-07-28,0.0010779,0.00111384,0.00106907,0.00107788,253590.0
2019-07-29,0.00107594,0.001105,0.00104453,0.00105445,393493.0
2019-07-30,0.00105289,0.00115,0.00105035,0.00106644,369537.0
2019-07-31,0.00106699,0.00106699,0.00102462,0.00102462,402063.0
2019-08-01,0.0010245,0.00105567,0.00099443,0.00101247,212809.0
2019-08-02,0.00101001,0.00101285,0.00096831,0.00098868,309167.0
2019-08-03,0.00098949,0.00099239,0.0009637,0.00097008,493628.0
2019-08-04,0.00096752,0.00098288,0.00095225,0.0009536,234775.0
2019-08-05,0.00095218,0.00095349,0.0009067,0.00090864,518231.0
2019-08-06,0.00090869,0.00092863,0.00087525,0.00087956,907014.0
2019-08-07,0.00087952,0.00089364,0.00086611,0.00087085,627379.0
2019-08-08,0.00087113,0.000875,0.00084711,0.00085068,573804.0
2019-08-09,0.0008513,0.0009493,0.00084541,0.00089832,933334.0
2019-08-10,0.00089787,0.00096249,0.00088919,0.00092804,753623.0
2019-08-11,0.00092935,0.00093076,0.00089474,0.00089693,332001.0
2019-08-12,0.00089548,0.00090912,0.00088598,0.00088858,229350.0
2019-08-13,0.00088858,0.00089743,0.00085024,0.00086714,590444.0
2019-08-14,0.00086832,0.00091299,0.00084402,0.00086804,761291.0
2019-08-15,0.00086812,0.00095839,0.00086394,0.00092398,564704.0
2019-08-16,0.00092851,0.001,0.00092741,0.00093873,1049394.0
2019-08-17,0.00094162,0.00094162,0.00091729,0.00092532,315736.0
2019-08-18,0.00092225,0.00092225,0.0008923,0.00089999,210484.0
2019-08-19,0.00090222,0.00090437,0.00085688,0.00086428,231558.0
2019-08-20,0.00086476,0.00087391,0.00084917,0.00085884,219797.0
2019-08-21,0.00085586,0.00093899,0.00085163,0.00091942,567134.0
2019-08-22,0.0009175,0.00094201,0.00089579,0.00092297,511714.0
2019-08-23,0.00092558,0.00103376,0.00088881,0.00095334,1265572.0
2019-08-24,0.00095437,0.001067,0.00095437,0.0009701,1644435.0
2019-08-25,0.00097256,0.00099507,0.00094556,0.00095895,495893.0
2019-08-26,0.00095982,0.000975,0.000906,0.000943,679321.0
2019-08-27,0.00094344,0.000946,0.00089947,0.0009184,861553.0
2019-08-28,0.00091711,0.000964,0.00090745,0.00091628,465894.0
2019-08-29,0.00091335,0.000934,0.000895,0.00090973,426639.0
2019-08-30,0.0009081,0.000981,0.0009081,0.00097479,243671.0
2019-08-31,0.00097422,0.00098167,0.00093743,0.00094327,241927.0
2019-09-01,0.00094327,0.00094999,0.00092112,0.00094025,165231.0
2019-09-02,0.00093836,0.00097197,0.00093311,0.00097197,187371.0
2019-09-03,0.000972,0.000976,0.00092649,0.00095469,202983.0
2019-09-04,0.000958,0.00096,0.00092404,0.00093998,166747.0
2019-09-05,0.00094115,0.00096146,0.00091,0.00091352,231348.0
2019-09-06,0.00091492,0.000936,0.00089801,0.00092786,314877.0
2019-09-07,0.00092363,0.00093,0.00089498,0.00092272,121535.0
2019-09-08,0.00092272,0.00092272,0.00088793,0.00089254,192391.0
2019-09-09,0.00088994,0.00091149,0.000874,0.00090557,177909.0
2019-09-10,0.00090557,0.0009245,0.000893,0.000894,247196.0
2019-09-11,0.00089649,0.000909,0.00087542,0.00087542,187763.0
2019-09-12,0.00087602,0.000922,0.00087,0.00088722,295224.0
2019-09-13,0.0008888,0.000915,0.00088051,0.000889,139532.0
2019-09-14,0.00089073,0.00091015,0.000869,0.00088152,266127.0
2019-09-15,0.0008782,0.00088397,0.00086507,0.0008699,67970.0
2019-09-16,0.00087055,0.00087426,0.00081333,0.0008301,394689.0
2019-09-17,0.00083248,0.00084944,0.0008113,0.00084469,406027.0
2019-09-18,0.0008441,0.00095099,0.00082394,0.00091124,722451.0
2019-09-19,0.00091646,0.0011,0.00090634,0.001033,1773104.0
2019-09-20,0.00103073,0.0012286,0.00096525,0.00106668,3208802.0
2019-09-21,0.00106501,0.00117566,0.001014,0.00114569,1060373.0
2019-09-22,0.00114557,0.00123321,0.00109815,0.00111683,1010639.0
2019-09-23,0.001113,0.001145,0.001021,0.00104142,603500.0
2019-09-24,0.00104144,0.00121,0.00101633,0.00113583,1067613.0
2019-09-25,0.00113907,0.00124997,0.00113195,0.00124618,968414.0
2019-09-26,0.00124939,0.00138573,0.00123129,0.00131502,1982536.0
2019-09-27,0.0013251,0.00136583,0.00122,0.00123091,471464.0
2019-09-28,0.00122587,0.00126398,0.00120967,0.00121296,286828.0
2019-09-29,0.00121855,0.00123369,0.00118227,0.0011921,393367.0
2019-09-30,0.00118765,0.001203,0.00112809,0.00113167,357002.0
2019-10-01,0.00113144,0.001267,0.0011165,0.00120333,526123.0
2019-10-02,0.00120328,0.00125145,0.00114044,0.00115151,520858.0
2019-10-03,0.0011521,0.001215,0.0011521,0.00120967,322673.0
2019-10-04,0.00121045,0.001286,0.001186,0.00125096,339488.0
2019-10-05,0.00125312,0.001282,0.001228,0.00125225,235981.0
2019-10-06,0.001252,0.00127082,0.00123042,0.00123926,391630.0
2019-10-07,0.00124373,0.00126168,0.00121,0.00122185,453435.0
2019-10-08,0.00122002,0.0014461,0.00121874,0.00143226,1020913.0
2019-10-09,0.00143533,0.0015309,0.00129224,0.00132343,1776932.0
2019-10-10,0.001324,0.00145032,0.00127929,0.00142185,1076040.0
2019-10-11,0.00141944,0.00153,0.00136,0.00141929,547126.0
2019-10-12,0.00141944,0.00146609,0.001377,0.00142938,401350.0
2019-10-13,0.00142998,0.001642,0.00142192,0.00163932,710263.0
2019-10-14,0.001642,0.001838,0.001577,0.001779,2149573.0
2019-10-15,0.00177519,0.00187099,0.00168,0.00174801,1550094.0
2019-10-16,0.001748,0.00185396,0.001574,0.00176911,1236233.0
2019-10-17,0.00177254,0.00186092,0.00175569,0.00177,681539.0
2019-10-18,0.00177,0.001814,0.001714,0.00173604,723426.0
2019-10-19,0.00173253,0.00186219,0.00169549,0.00185144,510954.0
2019-10-20,0.00185454,0.00201899,0.001794,0.00189,1394776.0
2019-10-21,0.00188929,0.00191499,0.00181,0.00185111,505432.0
2019-10-22,0.00185489,0.00186701,0.001812,0.00181493,491185.0
2019-10-23,0.0018137,0.001983,0.00175497,0.00180518,1487565.0
2019-10-24,0.00180411,0.001906,0.00176801,0.00185971,774414.0
2019-10-25,0.00186045,0.00186045,0.00166676,0.00168899,836024.0
2019-10-26,0.00168518,0.001711,0.00147621,0.0016342,1553479.0
2019-10-27,0.00163391,0.001682,0.00151322,0.0015618,471973.0
2019-10-28,0.00155379,0.00160858,0.00151787,0.00156828,311705.0
2019-10-29,0.00157512,0.00157512,0.001438,0.00147165,417122.0
2019-10-30,0.00146585,0.00155,0.00141694,0.00147971,465521.0
2019-10-31,0.001476,0.00153588,0.00144951,0.00149394,341958.0
2019-11-01,0.00149394,0.00171816,0.001488,0.00162919,575272.0
2019-11-02,0.00162919,0.00167144,0.00158162,0.001606,323702.0
2019-11-03,0.001606,0.00167297,0.00159367,0.00162128,187765.0
2019-11-04,0.00162419,0.001646,0.00150866,0.001591,265694.0
2019-11-05,0.00158379,0.001598,0.001533,0.00154446,164880.0
2019-11-06,0.00153709,0.0016177,0.00152622,0.0016177,165009.0
2019-11-07,0.00161627,0.00166999,0.00155703,0.00163062,333213.0
2019-11-08,0.00163068,0.00171141,0.00155037,0.00159699,469990.0
2019-11-09,0.001597,0.001693,0.00158401,0.0016467,270203.0
2019-11-10,0.00164693,0.00170572,0.00162039,0.00162776,236106.0
2019-11-11,0.0016278,0.001678,0.00159278,0.0016331,379164.0
2019-11-12,0.00163802,0.00165799,0.001598,0.001611,279699.0
2019-11-13,0.00161846,0.00161846,0.00158323,0.00160237,200125.0
2019-11-14,0.0016005,0.00162399,0.00151488,0.00156933,228677.0
2019-11-15,0.001565,0.00158599,0.00153285,0.00154082,202041.0
2019-11-16,0.00153938,0.00154699,0.00150704,0.00154699,136685.0
2019-11-17,0.00154699,0.00155912,0.00149193,0.00150561,148396.0
2019-11-18,0.00149964,0.00152245,0.00143415,0.00147103,316022.0
2019-11-19,0.00146794,0.00147951,0.001377,0.00147855,339793.0
2019-11-20,0.00147354,0.0015489,0.00145978,0.001504,297612.0
2019-11-21,0.001505,0.0017047,0.00145904,0.00162919,643553.0
2019-11-22,0.00163067,0.001639,0.00153286,0.00162332,591365.0
2019-11-23,0.00162332,0.001684,0.00154736,0.00163458,311454.0
2019-11-24,0.00163081,0.0017368,0.00162416,0.00167693,407247.0
2019-11-25,0.00167625,0.001721,0.001619,0.00162935,362443.0
2019-11-26,0.00162465,0.00170952,0.00162147,0.00167,273029.0
2019-11-27,0.00167088,0.00179266,0.00165001,0.00171347,463712.0
2019-11-28,0.00171346,0.00182368,0.001706,0.00175824,464893.0
2019-11-29,0.00176334,0.001815,0.00175142,0.00176056,190555.0
2019-11-30,0.00176411,0.00176932,0.00169256,0.00170169,216575.0
2019-12-01,0.00170119,0.00175699,0.00166548,0.00172708,168592.0
2019-12-02,0.00171952,0.00173106,0.00165947,0.00166779,197929.0
2019-12-03,0.0016671,0.00169299,0.0016439,0.00165528,214928.0
2019-12-04,0.00164808,0.0016616,0.00155501,0.00157751,288143.0
2019-12-05,0.00157267,0.00160221,0.00154161,0.00156615,151852.0
2019-12-06,0.00155638,0.0017027,0.00155356,0.00163563,242460.0
2019-12-07,0.00163277,0.001637,0.00159412,0.00160495,173147.0
2019-12-08,0.00160495,0.00161853,0.00156,0.001575,153668.0
2019-12-09,0.001575,0.00158576,0.00155356,0.00156329,77966.0
2019-12-10,0.00157119,0.00157244,0.00149976,0.00155827,178613.0
2019-12-11,0.0015522,0.001586,0.00152222,0.001548,157841.0
2019-12-12,0.00154932,0.001556,0.001482,0.00149642,153601.0
2019-12-13,0.0014949,0.00152885,0.0014887,0.00152175,103824.0
2019-12-14,0.00152584,0.00155461,0.001478,0.001484,169979.0
2019-12-15,0.00149534,0.001496,0.001432,0.00145884,198664.0
2019-12-16,0.00145884,0.00153,0.001439,0.00145636,298772.0
2019-12-17,0.00145636,0.00149299,0.00142455,0.001461,344090.0
2019-12-18,0.001461,0.001568,0.00142701,0.00151817,405088.0
2019-12-19,0.00150988,0.00153559,0.00143658,0.00146118,345061.0
2019-12-20,0.001459,0.00155124,0.001455,0.00150273,185365.0
2019-12-21,0.0015036,0.001516,0.00147733,0.00150506,179149.0
2019-12-22,0.001508,0.00151158,0.001452,0.001452,208366.0
2019-12-23,0.00145373,0.00145441,0.001416,0.00143694,129897.0
2019-12-24,0.0014355,0.00144368,0.001418,0.0014393,79149.0
2019-12-25,0.00143707,0.001489,0.0014342,0.00145157,171033.0
2019-12-26,0.00145347,0.00146162,0.001414,0.00144388,174181.0
2019-12-27,0.00144555,0.001481,0.00143,0.00147011,131055.0
2019-12-28,0.00147011,0.00147536,0.00141929,0.0014417,99211.0
2019-12-29,0.00144444,0.001524,0.001438,0.001467,318050.0
2019-12-30,0.001468,0.001477,0.001417,0.00142738,496104.0
2019-12-31,0.00143198,0.00143766,0.001385,0.001401,269911.0
2020-01-01,0.00140578,0.00141052,0.00138,0.00140171,113771.0
2020-01-02,0.00140031,0.00143283,0.00137035,0.0013842,272522.0
2020-01-03,0.00137823,0.001403,0.001345,0.00135729,243162.0
2020-01-04,0.00135464,0.00141495,0.00135384,0.00139215,193573.0
2020-01-05,0.00139258,0.00141,0.00136742,0.00138177,51571.0
2020-01-06,0.00138551,0.00138783,0.00134426,0.00136331,141148.0
2020-01-07,0.00136279,0.00137567,0.001309,0.00131766,174677.0
2020-01-08,0.00130987,0.001571,0.001289,0.00151795,875593.0
2020-01-09,0.00151133,0.00151401,0.00143,0.00149525,203043.0
2020-01-10,0.001485,0.001515,0.00139601,0.00140468,561687.0
2020-01-11,0.00140797,0.00145569,0.00140405,0.00145206,230392.0
2020-01-12,0.00145206,0.00159,0.001433,0.00149,287180.0
2020-01-13,0.001489,0.001584,0.001451,0.00146594,252830.0
2020-01-14,0.00146629,0.00150333,0.00139104,0.00143497,540810.0
2020-01-15,0.00143942,0.001516,0.00139,0.00147569,271909.0
2020-01-16,0.00147796,0.001559,0.00142864,0.0015098,261566.0
2020-01-17,0.001505,0.0015675,0.0014437,0.00149101,299063.0
2020-01-18,0.001491,0.00149201,0.001387,0.00140159,294317.0
2020-01-19,0.00139892,0.001405,0.001363,0.0013904,233570.0
2020-01-20,0.00139067,0.0014231,0.001378,0.00139387,74900.0
2020-01-21,0.00138961,0.001443,0.00138,0.00143041,87215.0
2020-01-22,0.00142587,0.00145684,0.001412,0.00143639,47968.0
2020-01-23,0.00143986,0.00145169,0.00138176,0.0014043,87651.0
2020-01-24,0.00140402,0.00143421,0.00138727,0.00139459,63962.0
2020-01-25,0.00139465,0.00141026,0.00138545,0.00139272,34854.0
2020-01-26,0.00139985,0.00140891,0.00136819,0.00137525,111811.0
2020-01-27,0.00137167,0.00139013,0.00135508,0.00135939,113146.0
2020-01-28,0.00135939,0.00136462,0.00131766,0.0013246,139013.0
2020-01-29,0.001317,0.001321,0.0012724,0.001301,292595.0
2020-01-30,0.00130001,0.00131164,0.00124417,0.00126633,159438.0
